accidents,traffic_fine_amount,traffic_density,traffic_lights,pavement_quality,urban_area,average_speed,rain_intensity,vehicle_count,time_of_day,Variable,Description
26,2.4966,4.8071,5.175,1.6235,1,8.2721,2.7992,60.72,3.4105,0,0
23,7.6423,4.9885,8.434,3.697,1,446.452,2.3306,10.3356,6.9231,0,0
20,1.7452,2.1509,4.363,4.0188,1,301.408,8.641,547.498,1.1767,0,0
13,6.4284,2.7186,4.333,4.9866,1,9.2167,1.4055,544.814,12.0435,0,0
22,3.2081,1.6971,9.054,3.065,1,351.882,203,718.552,15.592,0,0
26,4.5037,7.1846,5.762,2.1636,1,411.631,1.977,328.689,10.1876,0,0
25,3.5982,7.7009,5.662,1.287,1,165.327,3.758,862.046,135.169,0,0
25,4.2011,4.6233,2.619,0.67,1,278.298,1.9546,626.377,7.6969,0,0
19,7.4714,7.1409,6.077,1.6146,1,146.725,2.0147,4.8948,2.0606,0,0
22,3.6741,7.3594,5.759,1.9685,1,4.1931,9.739,709.767,10.368,0,0
18,6.0976,1.3828,3.969,4.6989,1,199.755,2.846,907.897,131.471,0,0
28,5.2845,9.6618,9.907,1.9792,1,375.716,2.3369,686.316,235.832,0,0
21,6.973,8.2103,8.819,2.4814,1,22.934,1.4902,386.197,8.3346,0,0
14,9.4315,2.0448,7.496,1.2279,0,202.635,2.7557,594.742,162.665,0,0
18,7.5931,1.8617,5.373,6,0,183.004,2.5675,179.684,19.743,0,0
22,2.9345,1.2566,4.621,4.4967,1,229.458,2.0767,605.243,8.0494,0,0
20,1.2806,1.3838,1.849,4.086,0,159.114,4.589,505.983,223.183,0,0
22,3.3604,7.4816,3.057,4.8212,1,306.092,1.4912,3.5896,8.132,0,0
23,6.3557,4.6965,774,6.542,1,3.1783,2.5933,328.671,232.753,0,0
30,1.4628,7.8293,4.537,3.0244,1,403.694,1.8267,199.335,518,0,0
20,5.4673,7.4625,8.823,4.9971,0,8.6583,1.6365,396.745,152.202,0,0
24,6.3716,6.0461,1.479,6.923,1,316.722,2.8657,249.414,189.582,0,0
21,4.1982,6.8637,5.083,2.1197,1,224.941,496,835.906,6.7215,0,0
11,7.9382,1.836,647,3.9021,1,386.747,361,700.707,2.8092,0,0
30,1.9594,3.1178,5.168,161,1,41.307,2.6785,742.714,5.848,0,0
21,1.6762,6.3782,8.892,3.4489,1,10.21,1.156,367.259,1.7858,0,0
16,7.5537,934,9.896,4.019,1,33.859,9.976,1.3412,130.328,0,0
22,5.4594,3.298,1.158,1.1826,1,9.4954,2.7721,226.962,20.14,0,0
20,7.1956,8.5189,0.13,8.004,1,6.1999,2.0735,757.745,1.5151,0,0
22,4.9134,6.8402,1.303,4.5367,1,465.148,1.9445,606.808,2.7163,0,0
23,3.2176,2.6537,6.812,9.023,1,8.2195,1.971,543.192,1.225,0,0
17,8.3719,6.8796,3.727,2.022,1,11.4066,9.529,287.715,6.7747,0,0
20,8.1947,7.9246,7.333,2.9381,1,6.5162,1.5916,8.4985,221.099,0,0
18,7.2523,3.0679,4.055,1.7309,0,235.146,1.8899,787.018,6.6309,0,0
18,3.4493,3.604,6.276,2.0285,1,459.804,9.171,4.8269,10.5795,0,0
24,6.3121,9.3278,7.699,5.953,1,132.028,2.3861,6.8545,4.295,0,0
20,4.2488,3.4518,5.482,3.7412,1,270.926,9.652,301.986,2.7908,0,0
19,1.8242,1.0648,5.395,3.1978,0,205.729,2.143,577.204,4.3775,0,0
11,9.2558,4.9186,882,1.8211,0,168.005,6.044,992.304,5.0504,0,0
28,2.2314,7.6847,4.108,8.579,1,286.076,1.2252,9.9735,3.1269,0,0
16,9.5521,2.2165,5.458,2.9673,1,279.446,2.7242,478.439,189.973,0,0
17,5.0141,2.6949,462,3.893,0,179.683,1.2473,605.736,11.4539,0,0
23,2.6662,2.4271,9.008,1.562,1,425.282,2.694,824.874,12.9545,0,0
24,5.8771,9.9167,9.065,1.293,1,2.6586,5.894,692.718,8.9916,0,0
14,8.8565,1.974,8.219,1.0717,1,4.2619,1.6334,809.664,5.0578,0,0
15,7.59,5.7552,3.753,3.412,1,495.391,533,527.244,2.2536,0,0
15,8.2591,9.2526,7.173,4.9455,0,373.841,1.919,439.631,1.8222,0,0
19,6.9291,1.469,3.953,669,1,401.964,2.1445,622.541,4.4434,0,0
24,7.2305,9.7085,2.326,1.5308,1,301.351,2.353,901.862,204.042,0,0
22,8.6428,9.4748,3.429,3.101,1,20.993,2.5519,555.339,5.1971,0,0
28,3.247,8.8457,71,1.5817,0,314.613,2.5318,609.537,8.5157,0,0
19,5.4048,2.1456,3.318,2.0296,1,4.6292,1.1378,344.596,13.746,0,0
25,2.9909,6.3406,4.607,4.6043,0,378.885,2.2034,60.016,12.2739,0,0
20,9.889,7.6089,9.555,4.028,1,270.372,1.7506,631.486,159.797,0,0
15,9.4965,9.8603,3.134,3.8857,1,478.366,701,755.891,4.6636,0,0
27,1.3548,1.8042,9.025,1.9777,1,318.738,1.2048,576.455,12.5772,0,0
13,7.3502,7.6603,2.289,4.0563,0,7.5846,1.586,205.575,18.426,0,0
10,9.3272,3.388,191,2.567,1,238.775,2.501,586.107,9.3002,0,0
21,2.6252,1.7563,519,1.964,1,2.8911,168,304.893,233.255,0,0
21,6.1115,4.2138,6.725,4.731,1,372.715,2.8828,9.6451,138.708,0,0
18,9.2394,7.9384,443,4.137,0,250.916,2.5326,827.179,161.958,0,0
25,1.3055,4.6485,2.211,2.9884,0,184.827,1.3173,7.5411,11.0181,0,0
17,7.2768,5.3752,4.557,4.3883,0,484.275,744,635.386,205.884,0,0
28,3.6761,9.9516,331,3.988,1,470.299,2.174,98.861,10.8357,0,0
18,9.3196,3.9911,7.126,2.7695,1,476.416,1.2936,9.6743,226.147,0,0
12,9.7395,6.154,5.112,4.1214,0,11.0485,1.8011,227.931,7.3798,0,0
16,9.4984,3.6524,1.604,4.9316,1,364.285,2.3913,763.196,207.797,0,0
19,5.2679,3.9279,8.945,3.6216,1,472.691,1.547,10.5925,153.445,0,0
20,8.7584,6.9564,2.929,1.3917,1,285.435,1.2536,834.398,191.773,0,0
21,8.6009,9.3789,7.311,3.4979,1,10.708,2.9306,1.0267,9.048,0,0
21,3.8719,5.4236,7.799,3.5288,1,408.906,3.622,891.048,6.6547,0,0
20,8.4602,7.684,9.632,3.4998,1,439.959,1.2009,7.6155,203.299,0,0
21,1.3331,8.921,4.985,4.2713,1,351.618,8.252,92.276,7.64,0,0
17,6.3664,2.1116,6.158,4.369,1,146.776,4.021,865.906,171.037,0,0
28,3.0701,5.0213,3.349,5.421,1,9.5347,2.5168,544.167,238.125,0,0
23,2.0851,2.001,6.782,3.2031,1,312.135,2.0913,780.169,4.252,0,0
21,1.6926,2.5285,4.634,4.7694,1,24.14,1.2347,8.4128,10.0211,0,0
15,7.2666,5.174,4.377,2.3292,1,334.391,1.1072,143.796,3.963,0,0
19,4.0589,1.496,8.555,4.8028,1,5.585,2.4832,375.594,3.7029,0,0
11,7.5229,2.6455,502,4.6904,1,6.7957,2.724,542.084,15.193,0,0
24,1.5882,5.1403,882,4.5145,1,181.445,4.405,869.532,4.593,0,0
26,3.8376,5.7315,8.521,4.5493,0,12.938,2.7197,547.254,11.5837,0,0
24,5.8554,9.2575,5.064,4.4916,1,309.669,2.4516,668.553,234.706,0,0
20,8.1165,6.4535,4.902,4.0994,1,18.377,2.3246,683.086,7.9951,0,0
27,3.8688,4.1474,3.618,3.4749,1,341.985,1.8719,878.792,209.671,0,0
25,6.633,9.3035,9.942,122,0,384.399,8.774,778.987,9.5128,0,0
20,8.9738,7.8488,1.112,6.613,1,9.3584,2.8044,97.726,6.3088,0,0
18,6.5428,2.2001,5.902,6.712,0,459.912,1.4756,2.9813,8.07,0,0
21,3.0966,1.3084,6.817,1.177,1,39.358,8.419,21.575,3.0645,0,0
29,1.2196,6.7581,9.343,5.835,0,31.339,1.0967,931.141,162.956,0,0
16,8.8309,5.5988,7.802,4.5987,1,454.464,505,794.298,12.2165,0,0
28,1.1914,7.8967,6.438,3.319,1,132.934,7.655,274.689,147.319,0,0
16,8.8723,7.3881,1.168,1.5604,1,210.857,5.639,974.504,7.2742,0,0
17,5.7604,6.2521,3.737,3.9668,1,4.2893,4.067,871.182,156.832,0,0
11,9.4516,9.8638,1.388,2.4418,0,228.091,964,7.4011,3.9504,0,0
19,8.189,5.3359,8.812,7.106,1,25.32,6.806,813.197,156.593,0,0
8,9.9814,1.1311,7.496,4.4225,1,308.033,3.106,786.643,1.9473,0,0
21,4.1564,8.2827,7.575,1.6933,0,3.202,1.354,228.942,9.6066,0,0
14,7.9047,2.5185,6.523,3.4943,1,1.6233,412,672.554,146.341,0,0
25,4.6174,7.773,507,1.453,1,209.945,6.072,970.524,205.276,0,0
21,5.3189,9.5711,0.15,2.5004,0,9.4567,1.2479,67.911,19.498,0,0
17,6.6475,6.968,3.297,4.0813,0,379.394,1.7511,815.628,12.6468,0,0
16,8.8631,5.9603,1.369,7.839,0,334.368,9.668,10.8393,212.009,0,0
10,9.8568,4.6039,7.249,4.8863,1,162.913,4.238,730.184,12.1417,0,0
17,7.9145,3.6441,1.602,3.511,0,2.2892,2.821,212.707,12.412,0,0
19,4.7599,3.53,7.021,2.67,0,9.1222,1.5446,8.1136,172.933,0,0
26,4.7922,6.3637,6.923,4.5801,1,34.584,2.2256,556.557,210.668,0,0
22,7.6382,7.5127,4.593,4.7285,1,495.082,2.0833,753.105,144.652,0,0
25,3.149,6.7852,1.352,1.1605,1,16.323,8.547,551.277,226.606,0,0
25,1.9943,1.9841,3.148,7.199,1,400.998,1.6796,932.281,5.5821,0,0
23,4.1916,4.9399,3.201,3.622,0,433.548,1.8065,69.871,221.834,0,0
25,3.5852,7.9164,7.004,2.099,0,2.409,1.0554,12.6399,5.3197,0,0
24,3.6668,4.757,1.137,2.4262,0,458.111,2.0123,935.173,12.634,0,0
26,3.1025,5.3662,8.291,3.9818,1,233.101,2.372,161.359,191.048,0,0
30,1.3788,7.7114,761,2.8013,1,482.121,1.0926,760.673,19.238,0,0
25,1.1609,6.6127,1.863,9.401,1,269.278,447,157.058,6.6758,0,0
13,9.8895,4.0934,7.192,2.4352,1,11.7572,1.048,998.594,236.615,0,0
22,4.85,8.9541,6.685,4.6064,1,487.334,3.504,338.866,1.9345,0,0
17,4.4589,1.6257,7.481,3.0861,1,12.1652,4.668,50.097,8.348,0,0
23,7.1168,9.9552,1.889,3.6075,1,441.239,1.0978,472.169,201.967,0,0
19,2.9643,1.1885,1.576,1.6813,1,8.6564,6.229,11.0878,196.565,0,0
16,9.5497,1.495,2.365,9.424,1,337.384,2.8047,499.075,171.076,0,0
24,8.0771,8.9002,3.659,1.2782,1,205.646,1.9584,158.011,204.186,0,0
26,1.8047,2.4495,7.937,2.6659,1,486.009,1.5551,803.961,3.3014,0,0
23,4.7582,7.297,7.379,1.4011,1,9.2386,292,95.873,2.2965,0,0
18,8.9121,8.1102,9.255,2.7098,0,204.397,3.109,809.978,232.657,0,0
17,9.5026,8.5899,586,3.539,0,319.888,2.3654,436.753,149.817,0,0
28,5.2066,9.9159,116,3.672,1,48.881,1.1692,1.2348,220.763,0,0
17,6.5207,2.9404,6.991,8.234,1,151.932,1.365,4.6277,217.546,0,0
29,2.5033,7.1024,2.793,3.7522,1,198.436,2.4767,500.085,156.754,0,0
10,9.9205,1.154,3.341,3.3634,1,230.896,9.079,682.692,150.834,0,0
25,3.085,4.0681,5.468,0.06,1,12.635,1.1589,821.319,8.6387,0,0
21,9.4846,8.4797,1.024,2.944,0,408.677,2.9231,603.536,3.5786,0,0
15,6.8468,3.6766,6.427,3.2312,1,4.5998,465,97.853,164.785,0,0
23,6.4696,5.911,3.251,1.9185,1,352.395,2.164,49.884,196.287,0,0
25,5.6142,5.0377,6.327,7.305,1,266.964,2.8467,604.029,13.071,0,0
21,3.076,6.4595,834,222,0,12.0963,1.916,237.801,1.2209,0,0
32,2.5888,9.7289,1.711,797,1,246.415,2.5982,346.264,3.478,0,0
19,2.9844,5.574,9.309,4.7876,1,414.975,1.2487,68.63,2.447,0,0
26,2.6779,5.7396,5.307,3.6378,0,222.721,2.634,605.625,15.788,0,0
19,8.0163,8.6303,9.229,2.6385,1,6.0949,9.248,375.952,135.549,0,0
23,4.1511,4.8138,2.077,4.7077,1,2.0401,2.948,12.0862,11.196,0,0
25,1.5206,7.853,6.046,3.0956,1,388.898,1.9411,349.189,130.418,0,0
13,9.7219,5.6054,4.039,3.6282,1,165.217,1.8813,5.3714,6.6229,0,0
18,8.9541,3.3207,7.742,1.4133,0,465.622,2.4177,58.496,193.135,0,0
10,9.3498,1.5494,6.059,2.9449,0,308.574,1.3098,329.785,7.8851,0,0
16,9.9542,8.4903,4.945,7.174,1,218.142,776,38.605,154.632,0,0
24,2.5651,5.216,913,2.0224,0,282.232,7.888,579.337,9.381,0,0
26,4.5662,9.3328,3.771,1.662,1,228.566,9.918,585.475,1.732,0,0
24,7.8241,8.0602,0.22,1.0831,1,452.906,1.8521,59.246,6.1668,0,0
23,7.2642,6.9297,6.081,3.743,1,229.011,2.5152,496.675,231.624,0,0
21,2.3851,503,624,1.9389,1,5.2032,1.4987,493.241,4.5729,0,0
12,8.3425,4.2782,4.391,4.2152,0,298.544,1.2103,823.007,2.5183,0,0
24,3.02,1.9749,4.866,1.8897,1,311.491,2.3815,472.879,6.9877,0,0
28,3.0144,9.108,9.596,4.1582,1,382.665,869,54.067,210.702,0,0
19,5.8328,1.7458,7.327,3.2825,1,466.642,2.0671,988.348,7.3446,0,0
13,6.3365,2.8606,1.106,2.5476,1,221.541,3.174,18.924,10.0171,0,0
16,6.2208,5.1684,2.121,1.1845,0,176.038,3.397,729.157,7.4418,0,0
26,1.8234,2.6336,9.756,4.6108,0,245.386,1.9322,478.455,237.354,0,0
16,8.8971,2.0986,7.265,271,1,450.099,2.483,832.236,23.997,0,0
24,3.3904,5.991,915,3.4446,1,489.991,4.652,409.992,11.5865,0,0
22,2.1656,8.893,3.039,3.1062,0,485.618,1.8731,30.996,188.358,0,0
10,8.9987,5.817,7.419,2.2052,1,11.4848,1.3146,215.708,5.2814,0,0
16,9.6009,3.7225,714,1.2016,1,248.448,1.6839,873.515,8.9831,0,0
20,8.7591,7.2066,2.947,2.1535,1,12.9737,2.9308,721.145,163.042,0,0
15,8.2856,5.5481,5.508,4.3639,0,183.991,1.8959,8.6131,6.8719,0,0
16,6.8972,4.2288,6.274,4.1838,1,1.5842,1.7726,716.355,5.3928,0,0
16,5.9577,5.6575,4.811,4.7069,0,8.0301,1.1404,4.4665,221.337,0,0
29,1.7829,3.6545,8.272,1.539,1,198.538,1.8926,18.981,5.8632,0,0
22,4.6761,9.3615,8.329,1.9355,0,182.352,39,59.687,1.4227,0,0
21,4.3542,549,8.506,936,1,139.416,1.672,468.875,180.261,0,0
20,3.3378,6.7339,8.034,4.7147,1,11.5155,2.067,842.079,5.8384,0,0
20,7.5108,8.9128,4.881,1.647,1,374.478,6.605,611.811,10.8044,0,0
23,5.4629,8.0388,3.814,2.0208,1,147.275,1.6894,965.325,2.6774,0,0
22,1.7294,1.8404,8.314,4.539,0,353.272,2.1939,856.632,1.6444,0,0
23,2.9816,2.9593,4.902,2.633,1,184.313,1.1544,346.813,11.0507,0,0
20,7.1493,7.1705,2.464,2.8309,1,40.099,1.2569,835.809,8.0901,0,0
22,1.6852,8.427,5.073,8.812,0,8.3617,1.4941,871.236,12.1422,0,0
20,8.6609,8.1186,1.418,2.4933,1,7.8802,2.2772,970.028,231.788,0,0
17,5.4563,7.1891,6.916,4.591,1,339.836,529,2.2437,9.7773,0,0
23,5.3253,7.2961,3.359,2.7936,1,457.458,1.3412,875.997,144.638,0,0
11,6.3317,1.2024,2.607,1.2756,1,7.1493,428,7.9196,2.3423,0,0
17,8.4221,7.1776,9.565,1.559,0,3.6852,9.574,532.835,21.262,0,0
29,4.1303,6.7982,7.769,1.6815,1,467.319,1.5595,420.517,193.407,0,0
19,7.1021,8.3092,7.871,2.863,1,5.8663,2.398,920.683,12.5378,0,0
15,6.0916,416,6.237,2.131,0,12.5183,1.4556,41.11,4.401,0,0
25,3.4033,2.311,8.392,3.049,1,464.747,2.7737,600.082,10.2228,0,0
17,8.9077,3.7301,7.592,2.6171,1,401.459,2.056,69.496,7.1372,0,0
13,8.1768,1.4879,5.988,3.9172,0,171.379,2.3468,2.8839,238.684,0,0
22,6.9261,5.5838,9.611,1.444,1,477.264,1.7412,595.022,11.7801,0,0
21,8.6552,9.1735,1.916,3.9042,1,284.024,2.6891,522.812,10.1336,0,0
13,8.8056,3.9148,9.434,2.6044,1,3.6124,4.406,598.069,4.0574,0,0
18,7.3753,8.4495,4.014,1.8526,0,351.533,1.3494,8.4987,5.7386,0,0
11,8.5331,24,5.284,4.8269,1,268.639,1.7911,6.5003,170.781,0,0
18,7.2772,1.6851,1.227,8.006,0,286.294,2.6204,185.769,12.8378,0,0
16,7.1213,3.042,5.401,2.7066,1,497.052,924,870.806,8.5928,0,0
14,6.5675,3.2815,6.112,1.6049,1,7.6257,34,362.906,7.1283,0,0
24,7.7744,9.0819,9.977,2.6374,1,328.398,2.9232,439.692,4.8178,0,0
18,2.4274,9.695,9.752,2.7614,1,229.371,779,396.265,8.135,0,0
19,8.9278,6.0641,9.664,4.472,1,135.947,4.571,717.226,234.516,0,0
16,8.8466,4.515,3.484,3.3057,1,346.772,1.2661,266.881,180.746,0,0
31,1.2632,9.3847,9.913,3.1724,1,334.106,1.4891,7.7709,222.689,0,0
16,8.4324,1.2252,4.555,3.8473,1,428.248,2.5034,384.393,9.9012,0,0
27,2.1598,2.1203,8.518,4.533,1,439.435,1.3435,730.557,208.652,0,0
19,4.0161,2.954,2.163,1.4863,1,28.091,1.6423,915.818,6.15,0,0
14,7.6916,4.3394,5.058,3.2506,1,162.786,0.6,6.0313,12.236,0,0
25,2.4468,2.7783,966,6.837,1,26.479,1.7075,812.391,4.8595,0,0
18,8.3617,8.6991,947,3.388,1,179.628,1.0452,7.5518,184.881,0,0
13,8.4892,6.0494,6.837,2.951,0,138.678,2.962,337.354,11.9424,0,0
25,5.5672,6.1409,7.978,1.6747,1,275.788,2.8394,3.2079,12.8706,0,0
25,1.0575,5.3191,1.764,4.2336,1,328.967,2.451,912.426,206.269,0,0
21,3.5833,9.185,7.217,3.8715,1,295.286,2.0336,709.721,177.412,0,0
24,6.5523,4.4502,6.181,3.2238,1,47.721,2.7246,375.444,231.904,0,0
10,9.8307,9.9951,916,4.3523,0,149.318,5.376,383.682,9.7281,0,0
17,6.6863,8.3523,1.132,3.5463,0,186.171,7.114,643.444,11.0749,0,0
27,3.3382,8.9346,1.084,2.5969,1,333.821,1.2801,9.8752,147.681,0,0
19,6.7061,8.2323,7.244,4.8986,0,300.179,8.835,153.598,10.8795,0,0
14,5.8599,1.0304,1.417,3.4743,0,932,2.2771,848.752,10.0708,0,0
13,8.0186,2.2745,4.677,3.1968,1,156.143,1.0145,21.029,8.1737,0,0
25,1.9628,312,357,2.0444,1,12.6881,2.9575,72.94,199.652,0,0
20,7.8493,3.0351,5.505,4.5121,1,419.957,2.5764,233.545,12.8037,0,0
20,5.8714,1.0861,7.065,1.4785,1,433.124,2.686,9.7265,145.777,0,0
11,9.6669,4.7279,6.847,461,0,141.947,191,901.032,4.8978,0,0
23,4.0768,6.7713,5.155,9.837,1,5.1036,5.289,902.656,6.0426,0,0
18,6.6936,8.7451,4.643,5.476,0,10.2601,5.081,609.259,8.155,0,0
15,9.3883,7.4922,3.978,1.595,0,8.8284,2.0159,467.414,11.1689,0,0
25,1.9226,9.3859,8.619,4.1294,1,11.8718,357,557.232,1.0543,0,0
11,9.4351,539,3.309,3.2576,0,11.7322,2.4193,414.046,213.214,0,0
17,7.191,1.218,2.594,8.449,1,239.919,1.6411,759.603,216.891,0,0
28,1.6105,6.6134,7.433,3.9441,1,159.821,1.6989,757.015,158.803,0,0
18,3.7087,2.8935,3.598,2.5211,0,279.911,1.612,82.079,7.5853,0,0
17,7.3735,2.535,847,2.5636,1,172.067,1.606,527.697,9.2476,0,0
25,1.6062,3.3089,3.279,1.8106,1,407.338,5.937,803.328,176.172,0,0
16,6.2395,2.698,7.019,4.3231,1,475.396,8.495,164.161,6.871,0,0
21,4.1129,5.1144,451,1.5916,1,201.959,1.4629,3.9833,14.614,0,0
20,6.5882,4.4015,3.856,4.707,0,2.4734,2.0335,651.573,217.505,0,0
25,1.4117,5.1243,3.432,1.5136,1,11.9789,8.159,11.4421,9.8507,0,0
17,8.8438,6.7271,8.167,3.5768,1,5.0929,2.4184,555.163,140.892,0,0
17,9.7614,3.8713,9.671,3.2879,1,172.382,2.4318,723.914,222.862,0,0
14,9.7199,2.5131,4.609,9.401,1,322.557,8.216,413.015,8.174,0,0
18,7.7469,1.662,8.248,5.589,1,259.454,1.6802,5.3434,182.314,0,0
21,2.1708,3.4947,6.997,3.3043,0,12.1438,1.0468,88.826,181.229,0,0
19,7.8244,7.4181,9.674,3.3819,1,38.363,5.721,5.2813,222.839,0,0
33,1.2213,7.567,8.111,1.8307,1,6.574,2.418,905.705,206.061,0,0
31,1.1991,6.6691,775,4.214,1,11.4098,2.9744,6.2104,179.719,0,0
20,3.9125,2.3403,7.133,4.891,1,338.024,1.6972,737.808,152.764,0,0
24,5.3978,5.8809,5.355,1.0282,1,9.8617,2.7418,925.598,5.7885,0,0
16,7.9337,5.7069,164,2.8853,0,339.381,1.9265,907.911,160.956,0,0
22,7.1497,4.8427,2.513,267,1,488.471,1.6972,894.451,6.6346,0,0
23,5.0131,5.4998,9.218,3.5653,1,415.677,1.4404,884.248,10.5605,0,0
19,3.4626,4.9179,9.261,2.0714,0,8.2005,7.071,515.306,170.328,0,0
13,9.9741,5.6546,7.989,9.663,0,260.249,2.528,562.114,161.975,0,0
23,4.8356,7.1551,9.818,3.7611,1,211.161,1.327,62.352,9.6288,0,0
20,5.0625,1.0963,8.065,4.0532,1,495.835,1.6839,896.989,4.3842,0,0
30,2.4726,7.4963,102,5.558,1,48.22,1.5283,839.779,11.6194,0,0
14,8.1533,1.3589,2.878,205,0,6.3556,2.0867,785.149,6.4794,0,0
13,7.2431,6.663,306,1.6704,1,454.365,5.763,678.967,6.1304,0,0
25,2.9869,9.7608,941,3.13,1,9.6709,1.0626,62.22,7.843,0,0
29,1.7414,9.5699,2.188,3.9671,1,159.726,1.2467,923.242,169.497,0,0
12,7.1245,6.044,5.036,2.7303,1,176.704,5.596,200.718,11.9349,0,0
21,6.8906,4.4325,8.475,2.9037,1,143.411,2.7194,200.798,8.9561,0,0
25,3.4593,1.8624,862,3.9993,1,426.622,2.0445,982.645,216.143,0,0
13,9.5578,4.8534,6.162,2.6442,1,164.966,2.756,557.627,169.627,0,0
30,2.3595,8.3018,9.282,3.0558,1,408.369,2.1384,48.854,11.8717,0,0
26,4.891,9.5061,5.001,2.5811,1,497.188,1.6434,852.089,10.1109,0,0
18,9.4925,6.3425,889,4.4023,1,420.381,1.5718,85.127,196.535,0,0
22,4.7775,3.5391,4.541,1.1776,1,173.071,2.9694,184.832,4.1502,0,0
22,6.7467,6.0333,2.772,1.32,1,355.626,1.8546,181.837,159.397,0,0
25,4.5783,3.12,9.164,6.398,1,266.962,2.6902,797.312,5.044,0,0
29,3.4679,9.0982,3.879,4.0973,1,393.259,2.7406,787.776,1.671,0,0
17,9.8558,8.704,5.034,2.0589,1,7.6549,3.043,232.935,223.628,0,0
18,4.684,5.5823,3.289,1.7395,1,319.067,251,843.095,12.3357,0,0
13,9.0469,3.248,6.628,4.9067,1,386.833,1.3058,485.251,7.5628,0,0
23,3.0696,2.9339,995,4.634,1,380.616,2.3079,475.289,190.727,0,0
23,2.9179,3.342,255,4.8599,0,481.797,2.4726,985.837,236.359,0,0
31,1.2802,8.1582,8.998,7.115,1,2.9206,2.3625,524.022,8.259,0,0
15,6.865,4.5038,39,4.4563,1,17.289,1.3419,145.675,9.111,0,0
24,4.3167,3.2513,3.642,1.6435,1,238.277,2.2499,287.354,205.148,0,0
15,8.7792,4.7111,1.686,633,0,154.882,2.1563,340.345,133.612,0,0
24,5.2589,8.1874,7.573,1.9565,1,154.895,9.415,958.882,211.858,0,0
8,9.7137,1.2461,506,2.546,1,8.8064,5.062,271.397,166.714,0,0
31,2.6697,8.5766,5.535,5.411,1,406.476,1.8643,436.099,11.2941,0,0
20,8.8176,8.9751,2.949,2.6884,1,454.035,2.0313,752.139,3.8723,0,0
16,7.9894,9.4671,1.337,4.0973,0,4.1164,1.7039,281.355,9.3567,0,0
14,7.9383,3.9749,7.718,1.8883,0,7.7449,6.395,704.626,188.915,0,0
12,8.603,2.1714,2.174,1.7632,1,11.4226,0.83,215.442,5.614,0,0
18,7.8492,3.7364,2.237,1.6941,1,254.494,2.1255,250.092,170.968,0,0
19,6.636,3.3291,2.751,4.6155,1,395.586,2.8879,986.469,5.9363,0,0
27,2.1812,1.7615,5.868,2.438,1,3.5728,2.8345,375.255,11.1248,0,0
28,1.2927,6.0727,6.597,2.2254,1,318.406,1.559,732.389,2.0504,0,0
15,9.2876,4.7662,176,1.323,0,7.4668,2.6597,841.662,10.92,0,0
19,6.5499,8.657,2.419,4.469,1,485.729,884,353.384,147.049,0,0
18,8.1688,3.211,431,4.803,1,449.387,2.5835,363.598,135.196,0,0
24,5.3337,6.4387,332,2.0572,1,474.791,1.4285,775.358,9.7552,0,0
28,2.0558,7.6295,8.842,2.0341,0,5.3082,2.3446,610.931,8.8727,0,0
22,2.1267,7.5949,7.877,4.442,0,244.018,167,368.134,6.6096,0,0
23,7.1701,8.8607,6.259,1.0775,0,8.2623,2.6057,75.207,184.105,0,0
26,4.8728,7.2903,338,3.2245,1,300.178,1.7849,865.068,187.833,0,0
27,2.8047,9.2781,7.007,672,1,11.637,7.207,242.688,11.5927,0,0
18,5.4244,3.3266,8.436,4.7699,1,385.315,1.0424,3.4113,9.1815,0,0
25,1.5779,5.0321,5.948,2.9651,0,322.001,602,281.406,152.982,0,0
15,6.2377,1.408,7.845,3.1313,0,285.802,1.2732,677.745,133.856,0,0
22,3.4209,696,7.491,2.1689,1,412.614,0.99,91.61,160.141,0,0
15,8.178,2.4013,5.717,1.7114,1,250.137,1.6035,864.434,7.3444,0,0
21,3.7933,1.1981,3.122,1.0634,1,134.926,2.4444,229.949,189.204,0,0
21,5.097,2.6021,7.458,3.0199,0,310.353,2.9468,88.219,7.6018,0,0
23,1.1046,1.7704,2.068,4.7728,1,478.531,7.544,812.624,10.0494,0,0
21,1.652,2.852,7.795,1.799,1,30.058,3.195,737.057,3.1781,0,0
25,4.5324,9.093,8.045,4.4158,0,31.481,1.187,691.345,205.289,0,0
17,5.3194,822,8.221,7.439,1,467.375,4.307,809.022,154.626,0,0
18,6.4002,7.3608,4.729,4.6806,0,257.638,2.5027,863.112,5.6469,0,0
22,3.625,1.5215,1.925,1.7524,0,498.179,1.5034,82.092,204.412,0,0
21,7.2548,9.1223,997,1.8986,1,7.9831,1.8599,13.063,16.915,0,0
18,8.7411,8.928,7.434,2.3142,1,26.852,4.518,724.933,10.6123,0,0
20,8.0187,6.539,8.863,3.5912,1,10.645,2.2488,842.891,237.562,0,0
31,1.3566,6.7223,6.508,3.5983,1,226.663,2.9207,193.849,8.093,0,0
16,5.3246,534,1.442,2.3979,1,8.5287,1.4472,22.166,2.3892,0,0
34,1.9444,9.8487,9.349,2.6158,0,11.1264,2.8874,788.117,17.603,0,0
25,3.1784,8.7783,9.891,1.501,0,10.54,1.041,35.049,181.692,0,0
13,9.88,8.9511,4.334,1.5215,1,160.016,1.072,405.704,1.4152,0,0
29,2.2825,6.5924,5.948,1.7301,0,6.7303,2.88,383.388,196.661,0,0
24,5.49,3.4479,7.772,2.7936,1,404.671,2.1008,220.704,186.226,0,0
